Organism	Name	Cell Type	Reference	URL	Entrez ID	Function
Mouse	CHGA	Alpha cells	PanglaoDB	https://panglaodb.se/	12652	chromogranin A
Mouse	SMIM24	Alpha cells	PanglaoDB	https://panglaodb.se/	72273	small integral membrane protein 24
Mouse	F10	Alpha cells	PanglaoDB	https://panglaodb.se/	14058	coagulation factor X
Mouse	SCGN	Alpha cells	PanglaoDB	https://panglaodb.se/	214189	secretagogin, EF-hand calcium binding protein
Mouse	SLC30A8	Alpha cells	PanglaoDB	https://panglaodb.se/	239436	solute carrier family 30 (zinc transporter), member 8
Mouse	SH3GL2	Alpha cells	PanglaoDB	https://panglaodb.se/	20404	SH3-domain GRB2-like 2
Mouse	FAP	Alpha cells	PanglaoDB	https://panglaodb.se/	14089	fibroblast activation protein
Mouse	DPP4	Alpha cells	PanglaoDB	https://panglaodb.se/	13482	dipeptidylpeptidase 4
Mouse	GPR119	Alpha cells	PanglaoDB	https://panglaodb.se/	236781	G-protein coupled receptor 119
Mouse	MAFB	Alpha cells	PanglaoDB	https://panglaodb.se/	16658	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)
Mouse	PAX6	Alpha cells	PanglaoDB	https://panglaodb.se/	18508	paired box 6
Mouse	NEUROD1	Alpha cells	PanglaoDB	https://panglaodb.se/	18012	neurogenic differentiation 1
Mouse	LOXL4	Alpha cells	PanglaoDB	https://panglaodb.se/	67573	lysyl oxidase-like 4
Mouse	PLCE1	Alpha cells	PanglaoDB	https://panglaodb.se/	74055	phospholipase C, epsilon 1
Mouse	GC	Alpha cells	PanglaoDB	https://panglaodb.se/	14473	vitamin D binding protein
Mouse	KLHL41	Alpha cells	PanglaoDB	https://panglaodb.se/	228003	kelch-like 41
Mouse	FEV	Alpha cells	PanglaoDB	https://panglaodb.se/	260298	FEV transcription factor, ETS family member
Mouse	PTGER3	Alpha cells	PanglaoDB	https://panglaodb.se/	19218	prostaglandin E receptor 3 (subtype EP3)
Mouse	RFX6	Alpha cells	PanglaoDB	https://panglaodb.se/	320995	regulatory factor X, 6
Mouse	SMARCA1	Alpha cells	PanglaoDB	https://panglaodb.se/	93761	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1
Mouse	PGR	Alpha cells	PanglaoDB	https://panglaodb.se/	18667	progesterone receptor
Mouse	LDB2	Alpha cells	PanglaoDB	https://panglaodb.se/	16826	LIM domain binding 2
Mouse	IRX1	Alpha cells	PanglaoDB	https://panglaodb.se/	16371	Iroquois homeobox 1
Mouse	UCP2	Alpha cells	PanglaoDB	https://panglaodb.se/	22228	uncoupling protein 2 (mitochondrial, proton carrier)
Mouse	FXYD5	Alpha cells	PanglaoDB	https://panglaodb.se/	18301	FXYD domain-containing ion transport regulator 5
Mouse	RGS4	Alpha cells	PanglaoDB	https://panglaodb.se/	19736	regulator of G-protein signaling 4
Mouse	GLS	Alpha cells	PanglaoDB	https://panglaodb.se/	14660	glutaminase
Mouse	CHIL3	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	12655	chitinase-like 3
Mouse	PLET1	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	76509	placenta expressed transcript 1
Mouse	IL1B	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	16176	interleukin 1 beta
Mouse	WFDC21	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	66107	WAP four-disulfide core domain 21
Mouse	BGLAP3	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	12095	bone gamma-carboxyglutamate protein 3
Mouse	CCL3	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	20302	chemokine (C-C motif) ligand 3
Mouse	G0S2	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	14373	G0/G1 switch gene 2
Mouse	CXCL2	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	20310	chemokine (C-X-C motif) ligand 2
Mouse	MCEMP1	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	69189	mast cell expressed membrane protein 1
Mouse	KLHDC4	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	234825	kelch domain containing 4
Mouse	BCL2A1D	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	12047	B cell leukemia/lymphoma 2 related protein A1d
Mouse	GDA	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	14544	guanine deaminase
Mouse	CLEC7A	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	56644	C-type lectin domain family 7, member a
Mouse	BCL2A1B	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	12045	B cell leukemia/lymphoma 2 related protein A1b
Mouse	ITGAX	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	16411	integrin alpha X
Mouse	TNFAIP2	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	21928	tumor necrosis factor, alpha-induced protein 2
Mouse	CD36	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	12491	CD36 molecule
Mouse	GAL	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	14419	galanin and GMAP prepropeptide
Mouse	CAR4	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	12351	carbonic anhydrase 4
Mouse	EAR2	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	13587	eosinophil-associated, ribonuclease A family, member 2
Mouse	TLR2	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	24088	toll-like receptor 2
Mouse	GPNMB	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	93695	glycoprotein (transmembrane) nmb
Mouse	MRC1	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	17533	mannose receptor, C type 1
Mouse	LYZ1	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	17110	lysozyme 1
Mouse	MARCO	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	17167	macrophage receptor with collagenous structure
Mouse	CSF2RB	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	12983	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)
Mouse	MPP1	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	17524	membrane protein, palmitoylated
Mouse	TRIM25	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	217069	tripartite motif-containing 25
Mouse	EAR1	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	13586	eosinophil-associated, ribonuclease A family, member 1
Mouse	OLR1	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	108078	oxidized low density lipoprotein (lectin-like) receptor 1
Mouse	S100A4	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	20198	S100 calcium binding protein A4
Mouse	GNGT2	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	14710	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2
Mouse	SIGLECF	Alveolar macrophages	PanglaoDB	https://panglaodb.se/	233186	sialic acid binding Ig-like lectin F
Mouse	AGA	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	11593	aspartylglucosaminidase
Mouse	ANGPT1	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	11600	angiopoietin 1
Mouse	CHGA	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	12652	chromogranin A
Mouse	CPEB4	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	67579	cytoplasmic polyadenylation element binding protein 4
Mouse	GH	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	14599	growth hormone
Mouse	IGSF1	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	209268	immunoglobulin superfamily, member 1
Mouse	MEST	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	17294	mesoderm specific transcript
Mouse	NKTR	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	18087	natural killer tumor recognition sequence
Mouse	NUCB2	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	53322	nucleobindin 2
Mouse	PITX2	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	18741	paired-like homeodomain transcription factor 2
Mouse	POU1F1	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	18736	POU domain, class 1, transcription factor 1
Mouse	PRL	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	19109	prolactin
Mouse	RAB27A	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	11891	RAB27A, member RAS oncogene family
Mouse	RCN3	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	52377	reticulocalbin 3, EF-hand calcium binding domain
Mouse	SEZ6L2	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	233878	seizure related 6 homolog like 2
Mouse	SIX6	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	20476	sine oculis-related homeobox 6
Mouse	TBRG1	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	21376	transforming growth factor beta regulated gene 1
Mouse	TMEM130	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	243339	transmembrane protein 130
Mouse	POMC	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	18976	pro-opiomelanocortin-alpha
Mouse	GMPPA	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	69080	GDP-mannose pyrophosphorylase A
Mouse	TRIM30B	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	244183	tripartite motif-containing 30B
Mouse	GNB3	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	14695	guanine nucleotide binding protein (G protein), beta 3
Mouse	HEPACAM2	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	101202	HEPACAM family member 2
Mouse	ASB4	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	65255	ankyrin repeat and SOCS box-containing 4
Mouse	RAX	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	19434	retina and anterior neural fold homeobox
Mouse	NKX2-1	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	21869	NK2 homeobox 1
Mouse	FGF10	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	14165	fibroblast growth factor 10
Mouse	FSHB	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	14308	follicle stimulating hormone beta
Mouse	PCSK1	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	18548	proprotein convertase subtilisin/kexin type 1
Mouse	GNRHR	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	14715	gonadotropin releasing hormone receptor
Mouse	PITX1	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	18740	paired-like homeodomain transcription factor 1
Mouse	TSHB	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	22094	thyroid stimulating hormone, beta subunit
Mouse	PAX7	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	18509	paired box 7
Mouse	LHB	Anterior pituitary gland cells	PanglaoDB	https://panglaodb.se/	16866	luteinizing hormone beta
Mouse	S100B	Astrocytes	PanglaoDB	https://panglaodb.se/	20203	S100 protein, beta polypeptide, neural
Mouse	SLC1A2	Astrocytes	PanglaoDB	https://panglaodb.se/	20511	solute carrier family 1 (glial high affinity glutamate transporter), member 2
Mouse	GFAP	Astrocytes	PanglaoDB	https://panglaodb.se/	14580	glial fibrillary acidic protein
Mouse	BYSL	Astrocytes	PanglaoDB	https://panglaodb.se/	53414	bystin-like
Mouse	ALDH1L1	Astrocytes	PanglaoDB	https://panglaodb.se/	107747	aldehyde dehydrogenase 1 family, member L1
Mouse	CD40	Astrocytes	PanglaoDB	https://panglaodb.se/	21939	CD40 antigen
Mouse	SLC1A3	Astrocytes	PanglaoDB	https://panglaodb.se/	20512	solute carrier family 1 (glial high affinity glutamate transporter), member 3
Mouse	FGFR3	Astrocytes	PanglaoDB	https://panglaodb.se/	14184	fibroblast growth factor receptor 3
Mouse	GJB6	Astrocytes	PanglaoDB	https://panglaodb.se/	14623	gap junction protein, beta 6
Mouse	AQP4	Astrocytes	PanglaoDB	https://panglaodb.se/	11829	aquaporin 4
Mouse	HTRA1	Astrocytes	PanglaoDB	https://panglaodb.se/	56213	HtrA serine peptidase 1
Mouse	S100A8	Astrocytes	PanglaoDB	https://panglaodb.se/	20201	S100 calcium binding protein A8 (calgranulin A)
Mouse	CLDN10	Astrocytes	PanglaoDB	https://panglaodb.se/	58187	claudin 10
Mouse	ITIH3	Astrocytes	PanglaoDB	https://panglaodb.se/	16426	inter-alpha trypsin inhibitor, heavy chain 3
Mouse	NKAIN4	Astrocytes	PanglaoDB	https://panglaodb.se/	58237	Na+/K+ transporting ATPase interacting 4
Mouse	ACSL6	Astrocytes	PanglaoDB	https://panglaodb.se/	216739	acyl-CoA synthetase long-chain family member 6
Mouse	ACSBG1	Astrocytes	PanglaoDB	https://panglaodb.se/	94180	acyl-CoA synthetase bubblegum family member 1
Mouse	TRIL	Astrocytes	PanglaoDB	https://panglaodb.se/	66873	TLR4 interactor with leucine-rich repeats
Mouse	AGT	Astrocytes	PanglaoDB	https://panglaodb.se/	11606	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)
Mouse	GPR37L1	Astrocytes	PanglaoDB	https://panglaodb.se/	171469	G protein-coupled receptor 37-like 1
Mouse	SLC4A4	Astrocytes	PanglaoDB	https://panglaodb.se/	54403	solute carrier family 4 (anion exchanger), member 4
Mouse	NTSR2	Astrocytes	PanglaoDB	https://panglaodb.se/	18217	neurotensin receptor 2
Mouse	SLC6A11	Astrocytes	PanglaoDB	https://panglaodb.se/	243616	solute carrier family 6 (neurotransmitter transporter, GABA), member 11
Mouse	HSPA2	Astrocytes	PanglaoDB	https://panglaodb.se/	15512	heat shock protein 2
Mouse	SLC16A2	Astrocytes	PanglaoDB	https://panglaodb.se/	20502	solute carrier family 16 (monocarboxylic acid transporters), member 2
Mouse	SYNE1	Astrocytes	PanglaoDB	https://panglaodb.se/	64009	spectrin repeat containing, nuclear envelope 1
Mouse	DIO2	Astrocytes	PanglaoDB	https://panglaodb.se/	13371	deiodinase, iodothyronine, type II
Mouse	SLC7A10	Astrocytes	PanglaoDB	https://panglaodb.se/	53896	solute carrier family 7 (cationic amino acid transporter, y+ system), member 10
Mouse	ENTPD2	Astrocytes	PanglaoDB	https://panglaodb.se/	12496	ectonucleoside triphosphate diphosphohydrolase 2
Mouse	HSPB6	Astrocytes	PanglaoDB	https://panglaodb.se/	243912	heat shock protein, alpha-crystallin-related, B6
Mouse	PLXNB1	Astrocytes	PanglaoDB	https://panglaodb.se/	235611	plexin B1
Mouse	LCAT	Astrocytes	PanglaoDB	https://panglaodb.se/	16816	lecithin cholesterol acyltransferase
Mouse	PLA2G7	Astrocytes	PanglaoDB	https://panglaodb.se/	27226	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)
Mouse	CMTM5	Astrocytes	PanglaoDB	https://panglaodb.se/	67272	CKLF-like MARVEL transmembrane domain containing 5
Mouse	S1PR1	Astrocytes	PanglaoDB	https://panglaodb.se/	13609	sphingosine-1-phosphate receptor 1
Mouse	SLC39A12	Astrocytes	PanglaoDB	https://panglaodb.se/	277468	solute carrier family 39 (zinc transporter), member 12
Mouse	LUZP2	Astrocytes	PanglaoDB	https://panglaodb.se/	233271	leucine zipper protein 2
Mouse	GSTA4	Astrocytes	PanglaoDB	https://panglaodb.se/	14860	glutathione S-transferase, alpha 4
Mouse	SLC25A28	Astrocytes	PanglaoDB	https://panglaodb.se/	246696	solute carrier family 25, member 28
Mouse	SLC25A46	Astrocytes	PanglaoDB	https://panglaodb.se/	67453	solute carrier family 25, member 46
Mouse	WNT3	Astrocytes	PanglaoDB	https://panglaodb.se/	22415	wingless-type MMTV integration site family, member 3
Mouse	FZD2	Astrocytes	PanglaoDB	https://panglaodb.se/	57265	frizzled class receptor 2
Mouse	TEAD1	Astrocytes	PanglaoDB	https://panglaodb.se/	21676	TEA domain family member 1
Mouse	RLBP1	Astrocytes	PanglaoDB	https://panglaodb.se/	19771	retinaldehyde binding protein 1
Mouse	ALDOC	Astrocytes	PanglaoDB	https://panglaodb.se/	11676	aldolase C, fructose-bisphosphate
Mouse	GJA1	Astrocytes	PanglaoDB	https://panglaodb.se/	14609	gap junction protein, alpha 1
Mouse	APOE	Astrocytes	PanglaoDB	https://panglaodb.se/	11816	apolipoprotein E
Mouse	LCN2	Astrocytes	PanglaoDB	https://panglaodb.se/	16819	lipocalin 2
Mouse	SOX9	Astrocytes	PanglaoDB	https://panglaodb.se/	20682	SRY (sex determining region Y)-box 9
Mouse	VIM	Astrocytes	PanglaoDB	https://panglaodb.se/	22352	vimentin
Mouse	CCR7	Astrocytes	PanglaoDB	https://panglaodb.se/	12775	chemokine (C-C motif) receptor 7
Mouse	AANAT	Astrocytes	PanglaoDB	https://panglaodb.se/	11298	arylalkylamine N-acetyltransferase
Mouse	FABP7	Astrocytes	PanglaoDB	https://panglaodb.se/	12140	fatty acid binding protein 7, brain
Mouse	SOCS3	Astrocytes	PanglaoDB	https://panglaodb.se/	12702	suppressor of cytokine signaling 3
Mouse	SYNM	Astrocytes	PanglaoDB	https://panglaodb.se/	233335	synemin, intermediate filament protein
Mouse	HMG20A	Astrocytes	PanglaoDB	https://panglaodb.se/	66867	high mobility group 20A
Mouse	NFATC3	Astrocytes	PanglaoDB	https://panglaodb.se/	18021	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3
Mouse	SRR	Astrocytes	PanglaoDB	https://panglaodb.se/	27364	serine racemase
Mouse	SLC1A6	Astrocytes	PanglaoDB	https://panglaodb.se/	20513	solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6
Mouse	ETS1	Astrocytes	PanglaoDB	https://panglaodb.se/	23871	E26 avian leukemia oncogene 1, 5' domain
Mouse	SLIT1	Astrocytes	PanglaoDB	https://panglaodb.se/	20562	slit guidance ligand 1
Mouse	SNPH	Astrocytes	PanglaoDB	https://panglaodb.se/	241727	syntaphilin
Mouse	CD2	B cells	PanglaoDB	https://panglaodb.se/	12481	CD2 antigen
Mouse	CD5	B cells	PanglaoDB	https://panglaodb.se/	12507	CD5 antigen
Mouse	MS4A1	B cells	PanglaoDB	https://panglaodb.se/	12482	membrane-spanning 4-domains, subfamily A, member 1
Mouse	CR2	B cells	PanglaoDB	https://panglaodb.se/	12902	complement receptor 2
Mouse	CD22	B cells	PanglaoDB	https://panglaodb.se/	12483	CD22 antigen
Mouse	CD40	B cells	PanglaoDB	https://panglaodb.se/	21939	CD40 antigen
Mouse	CD69	B cells	PanglaoDB	https://panglaodb.se/	12515	CD69 antigen
Mouse	CD70	B cells	PanglaoDB	https://panglaodb.se/	21948	CD70 antigen
Mouse	CD79A	B cells	PanglaoDB	https://panglaodb.se/	12518	CD79A antigen (immunoglobulin-associated alpha)
Mouse	CD79B	B cells	PanglaoDB	https://panglaodb.se/	15985	CD79B antigen
Mouse	CD80	B cells	PanglaoDB	https://panglaodb.se/	12519	CD80 antigen
Mouse	CD86	B cells	PanglaoDB	https://panglaodb.se/	12524	CD86 antigen
Mouse	TNFRSF9	B cells	PanglaoDB	https://panglaodb.se/	21942	tumor necrosis factor receptor superfamily, member 9
Mouse	SDC1	B cells	PanglaoDB	https://panglaodb.se/	20969	syndecan 1
Mouse	TNFSF4	B cells	PanglaoDB	https://panglaodb.se/	22164	tumor necrosis factor (ligand) superfamily, member 4
Mouse	TNFRSF13B	B cells	PanglaoDB	https://panglaodb.se/	57916	tumor necrosis factor receptor superfamily, member 13b
Mouse	TNFRSF13C	B cells	PanglaoDB	https://panglaodb.se/	72049	tumor necrosis factor receptor superfamily, member 13c
Mouse	PDCD1	B cells	PanglaoDB	https://panglaodb.se/	18566	programmed cell death 1
Mouse	IGHD	B cells	PanglaoDB	https://panglaodb.se/	380797	immunoglobulin heavy constant delta
Mouse	IGHM	B cells	PanglaoDB	https://panglaodb.se/	16019	immunoglobulin heavy constant mu
Mouse	RASGRP3	B cells	PanglaoDB	https://panglaodb.se/	240168	RAS, guanyl releasing protein 3
Mouse	LTB	B cells	PanglaoDB	https://panglaodb.se/	16994	lymphotoxin B
Mouse	FLI1	B cells	PanglaoDB	https://panglaodb.se/	14247	Friend leukemia integration 1
Mouse	CD14	B cells	PanglaoDB	https://panglaodb.se/	12475	CD14 antigen
Mouse	SEMA6D	B cells	PanglaoDB	https://panglaodb.se/	214968	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D
Mouse	LAIR1	B cells	PanglaoDB	https://panglaodb.se/	52855	leukocyte-associated Ig-like receptor 1
Mouse	IFIT3	B cells	PanglaoDB	https://panglaodb.se/	15959	interferon-induced protein with tetratricopeptide repeats 3
Mouse	IGLL1	B cells	PanglaoDB	https://panglaodb.se/	16136	immunoglobulin lambda-like polypeptide 1
Mouse	DNTT	B cells	PanglaoDB	https://panglaodb.se/	21673	deoxynucleotidyltransferase, terminal
Mouse	MME	B cells	PanglaoDB	https://panglaodb.se/	17380	membrane metallo endopeptidase
Mouse	SPN	B cells	PanglaoDB	https://panglaodb.se/	20737	sialophorin
Mouse	CD19	B cells	PanglaoDB	https://panglaodb.se/	12478	CD19 antigen
Mouse	CD27	B cells	PanglaoDB	https://panglaodb.se/	21940	CD27 antigen
Mouse	B3GAT1	B cells	PanglaoDB	https://panglaodb.se/	76898	beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)
Mouse	CD72	B cells	PanglaoDB	https://panglaodb.se/	12517	CD72 antigen
Mouse	MUM1	B cells	PanglaoDB	https://panglaodb.se/	68114	PWWP domain containing 3A, DNA repair factor
Mouse	PAX5	B cells	PanglaoDB	https://panglaodb.se/	18507	paired box 5
Mouse	JCHAIN	B cells	PanglaoDB	https://panglaodb.se/	16069	immunoglobulin joining chain
Mouse	MZB1	B cells	PanglaoDB	https://panglaodb.se/	69816	marginal zone B and B1 cell-specific protein 1
Mouse	LY6D	B cells	PanglaoDB	https://panglaodb.se/	17068	lymphocyte antigen 6 complex, locus D
Mouse	H2-DMB2	B cells	PanglaoDB	https://panglaodb.se/	15000	histocompatibility 2, class II, locus Mb2
Mouse	FCMR	B cells	PanglaoDB	https://panglaodb.se/	69169	Fc fragment of IgM receptor
Mouse	BANK1	B cells	PanglaoDB	https://panglaodb.se/	242248	B cell scaffold protein with ankyrin repeats 1
Mouse	EDEM1	B cells	PanglaoDB	https://panglaodb.se/	192193	ER degradation enhancer, mannosidase alpha-like 1
